600 600
60000 60000 50000000
159 168 0 52
23 48 0 30
151 310 0 93
329 413 0 10
517 332 0 99
443 397 0 97
226 399 0 54
397 96 0 52
276 418 0 18
156 242 0 41
380 438 0 39
173 234 0 82
574 358 0 42
116 375 0 0
243 161 0 97
576 294 0 40
191 258 0 74
328 337 0 51
519 450 0 52
599 43 0 73
254 127 0 81
535 195 0 37
259 208 0 21
133 8 0 57
432 123 0 49
245 425 0 79
240 415 0 23
500 153 0 54
340 161 0 68
333 156 0 49
80 323 0 0
61 422 0 17
160 60 0 10
434 370 0 28
386 264 0 18
30 445 0 32
88 89 0 8
341 241 0 15
327 567 0 31
292 402 0 57
217 387 0 21
415 342 0 75
257 327 0 74
403 320 0 18
476 6 0 11
222 277 0 49
516 67 0 58
180 95 0 42
103 498 0 46
168 288 0 76
133 79 0 59
562 267 0 42
384 366 0 2
195 468 0 66
363 28 0 34
258 495 0 39
148 482 0 83
530 427 0 43
298 16 0 0
220 293 0 82
429 266 0 53
147 89 0 99
202 432 0 93
542 385 0 45
36 572 0 71
581 252 0 38
487 436 0 21
535 397 0 67
327 102 0 39
12 560 0 1
585 317 0 85
395 291 0 72
254 69 0 51
163 599 0 1
385 92 0 27
98 56 0 49
397 91 0 69
324 105 0 84
176 574 0 67
337 390 0 51
7 335 0 86
478 357 0 98
572 178 0 4
18 153 0 2
470 231 0 77
270 456 0 13
576 456 0 78
328 133 0 27
389 44 0 31
52 484 0 35
286 246 0 63
269 511 0 77
510 313 0 92
204 160 0 13
566 389 0 17
94 147 0 74
98 72 0 38
176 206 0 3
438 107 0 75
421 89 0 28
482 366 0 27
243 427 0 45
312 74 0 0
347 345 0 18
535 0 0 71
332 215 0 39
249 472 0 34
140 284 0 6
130 155 0 43
204 573 0 25
81 527 0 92
587 240 0 58
126 308 0 69
483 167 0 54
123 57 0 2
340 431 0 65
198 358 0 2
229 456 0 32
218 287 0 73
67 541 0 34
391 340 0 62
183 281 0 75
539 173 0 45
405 303 0 2
328 203 0 77
547 144 0 18
59 551 0 51
412 583 0 63
108 228 0 20
247 85 0 49
534 51 0 16
470 382 0 96
533 192 0 47
442 586 0 7
169 569 0 23
157 35 0 59
394 398 0 98
242 544 0 78
290 261 0 44
426 465 0 71
173 509 0 73
455 300 0 78
518 373 0 80
186 249 0 95
414 229 0 17
96 119 0 15
50 452 0 3
363 551 0 13
517 172 0 77
169 376 0 32
68 583 0 8
104 594 0 10
341 547 0 95
99 200 0 1
530 493 0 57
351 559 0 27
52 239 0 66
168 184 0 46
589 180 0 18
334 315 0 45
540 149 0 60
506 120 0 41
514 151 0 26
388 97 0 71
162 495 0 30
2 368 0 55
534 174 0 71
145 539 0 91
390 57 0 26
520 499 0 96
12 557 0 21
481 555 0 41
343 44 0 77
503 286 0 27
370 387 0 52
511 272 0 22
434 590 0 47
10 326 0 86
264 233 0 94
463 241 0 59
429 502 0 12
115 18 0 14
21 142 0 29
411 89 0 93
240 584 0 91
116 169 0 1
415 572 0 70
108 270 0 28
502 5 0 77
189 599 0 96
379 525 0 54
29 20 0 39
60 192 0 32
105 345 0 19
154 10 0 1
223 371 0 99
309 528 0 36
109 410 0 58
142 215 0 70
525 276 0 93
595 346 0 60
537 485 0 42
299 409 0 76
267 55 0 11
95 596 0 44
312 201 0 41
204 65 0 72
121 303 0 45
339 33 0 67
171 181 0 93
140 432 0 27
595 523 0 16
464 549 0 5
383 239 0 35
490 83 0 61
592 422 0 88
534 315 0 74
300 187 0 18
402 109 0 38
582 370 0 39
168 545 0 64
303 400 0 99
134 141 0 79
80 181 0 67
416 396 0 17
500 387 0 7
568 11 0 99
332 64 0 76
115 296 0 71
374 246 0 52
86 95 0 49
538 471 0 79
76 38 0 23
526 284 0 65
392 521 0 91
49 464 0 44
5 21 0 74
142 463 0 76
546 575 0 8
307 419 0 66
497 110 0 8
493 289 0 97
128 565 0 29
461 198 0 33
37 518 0 7
418 472 0 83
110 457 0 88
304 509 0 76
399 69 0 76
171 332 0 14
148 489 0 14
419 466 0 72
365 588 0 3
256 6 0 6
572 493 0 59
65 296 0 27
198 433 0 31
468 226 0 67
328 516 0 32
1 282 0 50
99 226 0 12
417 192 0 24
83 519 0 86
209 502 0 71
429 287 0 77
546 71 0 98
172 224 0 4
301 260 0 62
597 263 0 30
157 390 0 57
413 419 0 67
343 164 0 75
392 36 0 4
360 455 0 75
403 292 0 31
10 392 0 56
125 106 0 38
92 532 0 98
277 124 0 4
120 350 0 82
174 417 0 77
95 394 0 73
210 375 0 55
176 199 0 5
502 149 0 48
350 151 0 45
566 103 0 78
382 126 0 93
597 386 0 13
17 116 0 54
134 29 0 39
332 311 0 43
38 145 0 73
95 182 0 81
580 555 0 95
257 493 0 68
156 211 0 23
323 435 0 44
495 130 0 61
598 161 0 89
70 309 0 10
44 374 0 21
500 503 0 85
247 370 0 23
456 282 0 53
270 574 0 67
505 13 0 39
574 322 0 58
3 337 0 51
60 184 0 96
287 500 0 35
492 111 0 47
3 521 0 59
535 322 0 81
399 52 0 56
293 12 0 81
13 18 0 2
440 215 0 85
306 157 0 8
82 102 0 99
511 299 0 46
59 136 0 24
287 6 0 56
345 526 0 43
513 27 0 7
464 572 0 32
98 337 0 40
145 188 0 83
36 55 0 67
344 423 0 22
498 283 0 45
280 254 0 24
599 31 0 73
159 373 0 53
516 122 0 10
148 463 0 73
47 473 0 66
149 27 0 59
206 318 0 38
133 11 0 8
325 33 0 70
565 488 0 28
139 273 0 86
155 74 0 17
378 412 0 5
70 464 0 91
96 427 0 49
434 256 0 48
589 267 0 73
142 95 0 47
257 25 0 77
101 258 0 92
310 155 0 91
351 494 0 67
369 400 0 57
558 10 0 8
88 4 0 49
187 533 0 52
467 449 0 71
86 425 0 83
38 315 0 2
88 306 0 73
300 142 0 22
462 541 0 13
374 583 0 76
430 386 0 64
412 82 0 35
292 159 0 37
401 461 0 25
148 104 0 41
462 101 0 92
71 149 0 40
200 395 0 54
414 82 0 4
442 402 0 58
333 73 0 31
155 204 0 20
108 383 0 60
217 439 0 81
456 249 0 86
259 91 0 61
195 235 0 30
491 440 0 66
441 76 0 58
490 338 0 86
1 168 0 37
23 540 0 81
343 184 0 49
179 330 0 28
567 144 0 23
221 38 0 8
550 477 0 29
198 28 0 73
530 184 0 5
155 247 0 13
239 370 0 38
142 547 0 40
367 220 0 16
594 306 0 20
358 475 0 88
512 225 0 98
387 338 0 85
243 99 0 73
48 136 0 77
82 140 0 35
90 434 0 46
555 159 0 80
546 331 0 11
4 251 0 29
245 4 0 22
310 30 0 12
281 514 0 45
240 2 0 36
462 276 0 86
367 250 0 67
285 238 0 86
187 380 0 67
0 325 0 18
337 108 0 52
232 368 0 42
103 376 0 57
434 155 0 74
58 185 0 51
170 328 0 39
537 177 0 91
524 371 0 64
105 97 0 100
536 81 0 3
366 44 0 33
94 445 0 87
594 278 0 25
353 589 0 12
355 428 0 0
415 104 0 49
161 474 0 29
576 210 0 80
554 426 0 91
10 473 0 71
360 223 0 83
508 179 0 89
391 75 0 36
416 317 0 35
338 581 0 72
496 523 0 95
335 264 0 65
276 503 0 60
140 254 0 17
207 54 0 29
398 280 0 82
476 29 0 24
130 73 0 76
93 26 0 35
226 43 0 71
430 408 0 33
18 155 0 97
8 43 0 47
0 16 0 66
400 240 0 58
342 198 0 23
407 211 0 51
527 493 0 44
540 218 0 78
528 298 0 95
518 183 0 47
87 503 0 75
259 71 0 66
252 26 0 78
82 202 0 47
7 330 0 42
97 53 0 88
25 212 0 13
437 10 0 44
465 132 0 6
537 174 0 93
453 5 0 60
243 507 0 33
111 299 0 58
408 6 0 13
179 474 0 54
431 334 0 94
264 589 0 57
219 480 0 50
194 71 0 44
366 46 0 47
542 12 0 44
565 435 0 48
432 45 0 58
312 57 0 33
508 395 0 34
367 134 0 11
384 178 0 0
524 253 0 54
36 379 0 38
463 486 0 32
263 76 0 7
283 230 0 30
33 552 0 47
58 45 0 58
406 415 0 7
219 50 0 34
253 388 0 39
12 63 0 92
73 519 0 68
296 171 0 5
551 387 0 23
525 118 0 15
40 264 0 81
578 457 0 36
367 498 0 0
342 261 0 96
332 441 0 10
53 277 0 74
295 296 0 46
589 270 0 6
298 493 0 76
192 372 0 49
386 483 0 95
360 404 0 7
46 70 0 82
319 38 0 19
544 38 0 52
223 500 0 51
50 138 0 11
401 92 0 68
310 219 0 74
356 373 0 47
299 337 0 85
450 168 0 33
344 518 0 9
371 461 0 37
117 328 0 66
372 404 0 39
443 107 0 26
371 323 0 30
166 354 0 95
316 566 0 17
245 585 0 46
470 91 0 11
320 286 0 10
337 270 0 42
341 269 0 100
238 330 0 22
579 260 0 62
306 54 0 2
103 172 0 67
532 1 0 64
553 555 0 48
594 74 0 100
302 98 0 27
227 534 0 80
147 190 0 53
593 332 0 68
121 394 0 7
492 4 0 61
529 569 0 40
422 10 0 79
233 44 0 1
8 400 0 37
405 575 0 76
93 474 0 63
430 418 0 36
115 287 0 86
597 347 0 98
340 328 0 10
306 194 0 7
248 9 0 37
196 223 0 61
157 347 0 81
123 418 0 25
399 277 0 62
329 120 0 58
196 482 0 60
432 397 0 84
236 276 0 85
178 501 0 65
268 320 0 3
2 116 0 70
165 410 0 80
497 121 0 56
562 463 0 54
505 260 0 52
53 534 0 100
228 250 0 61
60 329 0 31
117 267 0 30
349 332 0 63
364 346 0 18
264 428 0 81
574 192 0 99
546 380 0 60
258 89 0 63
284 476 0 87
374 490 0 51
506 172 0 63
244 572 0 93
458 435 0 78
54 274 0 20
391 38 0 85
151 402 0 16
204 120 0 80
157 218 0 42
136 250 0 35
593 225 0 95
341 509 0 19
281 219 0 84
121 158 0 2
490 513 0 56
10 306 0 20
246 387 0 25
564 559 0 93
129 14 0 33
331 503 0 22
309 376 0 4
310 49 0 66
452 85 0 92
253 355 0 26
225 227 0 26
33 78 0 95
65 431 0 32
91 151 0 2
379 220 0 94
493 383 0 80
163 34 0 68
257 259 0 60
68 158 0 62
40 417 0 51
561 166 0 40
476 158 0 35
250 228 0 14
274 284 0 43
309 446 0 66
153 262 0 65
378 338 0 54
168 97 0 18
273 78 0 55
405 377 0 66
261 587 0 53
431 313 0 19
530 1 0 72
12 116 0 22
343 61 0 58
139 173 0 68
452 233 0 38
416 439 0 43
274 397 0 67
302 101 0 68
588 25 0 81
266 384 0 62
532 176 0 98
155 457 0 47
356 119 0 38
553 211 0 68
154 414 0 87
146 188 0 10
153 267 0 30
487 264 0 42
315 350 0 78
303 121 0 25
327 45 0 39
148 452 0 89
417 221 0 90
490 311 0 84
597 242 0 27
248 411 0 13
30 159 0 71
319 312 0 60
68 418 0 68
79 419 0 33
21 509 0 54
493 319 0 21
128 538 0 24
275 75 0 10
263 323 0 52
422 45 0 13
430 97 0 86
276 162 0 24
256 393 0 14
53 28 0 12
381 140 0 30
450 342 0 83
392 165 0 99
353 287 0 43
547 284 0 4
176 482 0 76
204 10 0 21
200 53 0 12
370 553 0 80
304 596 0 60
129 503 0 50
404 4 0 1
569 509 0 50
319 116 0 11
139 238 0 71
566 203 0 74
174 174 0 69
350 176 0 51
409 68 0 60
589 67 0 91
101 527 0 87
203 195 0 89
73 36 0 54
303 362 0 46
10 465 0 10
531 381 0 49
217 307 0 41
7 331 0 6
448 39 0 54
52 515 0 73
527 301 0 65
366 266 0 97
200 233 0 17
593 38 0 47
46 357 0 26
317 452 0 92
538 369 0 100
283 472 0 51
577 584 0 75
311 466 0 21
335 423 0 96
173 319 0 55
194 120 0 78
81 16 0 46
349 395 0 59
315 501 0 11
80 76 0 16
14 62 0 94
338 267 0 58
200 509 0 10
452 97 0 49
47 80 0 47
29 17 0 89
560 105 0 49
124 138 0 45
571 514 0 39
208 8 0 90
275 478 0 5
154 577 0 12
341 555 0 91
479 595 0 49
386 7 0 43
70 303 0 75
420 35 0 92
98 127 0 58
576 107 0 4
420 417 0 9
576 150 0 14
498 7 0 96
8 117 0 9
283 225 0 27
193 597 0 95
555 83 0 67
561 291 0 82
323 163 0 66
77 416 0 75
284 548 0 53
203 278 0 26
286 5 0 13
244 567 0 68
281 116 0 72
567 152 0 83
394 424 0 38
553 264 0 98
22 85 0 58
598 321 0 92
542 506 0 23
560 110 0 33
501 576 0 36
579 183 0 18
297 147 0 93
41 92 0 56
213 434 0 73
548 8 0 35
398 289 0 51
524 160 0 13
499 571 0 34
267 228 0 43
195 559 0 98
241 179 0 64
483 108 0 46
579 242 0 81
392 503 0 69
336 394 0 59
406 122 0 55
567 270 0 28
420 550 0 34
286 483 0 3
178 341 0 37
256 484 0 70
73 524 0 75
271 65 0 25
562 495 0 9
376 532 0 77
80 565 0 47
213 70 0 63
163 14 0 81
359 345 0 1
424 136 0 88
11 306 0 22
372 57 0 6
561 350 0 71
569 323 0 17
15 244 0 2
585 373 0 23
429 68 0 86
80 82 0 12
469 166 0 20
94 568 0 25
397 50 0 84
300 132 0 27
43 369 0 56
541 103 0 3
560 312 0 27
4 418 0 6
159 320 0 45
153 569 0 5
6 353 0 81
506 540 0 57
11 225 0 2
1 2 0 96
412 305 0 34
208 96 0 53
145 65 0 13
14 564 0 13
115 544 0 80
557 127 0 74
583 530 0 54
461 14 0 7
11 337 0 38
357 135 0 64
380 363 0 83
184 77 0 42
238 476 0 72
594 334 0 41
217 503 0 22
417 452 0 67
210 557 0 51
382 369 0 69
561 7 0 28
41 437 0 68
229 228 0 11
140 111 0 76
595 306 0 21
73 121 0 5
439 546 0 77
376 345 0 56
299 266 0 64
528 337 0 84
51 197 0 56
102 389 0 94
439 224 0 25
264 127 0 73
208 93 0 80
409 577 0 37
280 63 0 62
338 217 0 71
193 208 0 99
420 412 0 82
281 345 0 78
310 429 0 64
508 115 0 94
282 125 0 9
334 357 0 20
478 198 0 65
91 341 0 42
225 324 0 85
151 210 0 74
486 544 0 91
518 87 0 18
185 117 0 81
350 492 0 1
164 363 0 17
520 75 0 68
237 11 0 80
266 128 0 62
491 508 0 50
100 593 0 47
433 120 0 25
98 379 0 37
77 276 0 35
46 137 0 21
140 307 0 30
216 141 0 73
14 236 0 11
553 277 0 13
237 44 0 15
522 488 0 100
289 100 0 100
595 370 0 15
251 308 0 70
406 418 0 44
500 395 0 5
547 308 0 44
69 147 0 14
95 5 0 57
176 486 0 8
16 349 0 33
10 426 0 73
264 285 0 48
463 461 0 38
5 219 0 81
41 194 0 44
185 301 0 4
560 498 0 21
205 206 0 52
77 159 0 33
496 146 0 15
531 373 0 100
369 131 0 21
573 414 0 66
312 109 0 77
215 494 0 13
323 489 0 77
296 551 0 24
163 228 0 8
274 405 0 32
5 206 0 12
81 176 0 61
170 577 0 15
87 588 0 6
282 451 0 85
395 18 0 5
314 401 0 81
0 354 0 97
424 233 0 72
13 580 0 19
97 451 0 61
474 318 0 58
597 173 0 37
556 126 0 69
290 542 0 89
216 358 0 84
334 471 0 70
55 452 0 29
451 571 0 94
42 55 0 37
545 278 0 68
392 55 0 34
282 386 0 33
334 135 0 73
108 37 0 23
184 294 0 77
219 429 0 31
211 322 0 18
502 35 0 20
507 343 0 97
180 70 0 87
298 413 0 96
477 495 0 42
560 96 0 26
88 123 0 51
273 315 0 9
72 115 0 28
226 444 0 54
351 455 0 22
415 327 0 36
371 32 0 41
257 200 0 59
558 229 0 8
103 208 0 11
339 511 0 74
528 126 0 53
202 397 0 1
408 305 0 33
127 574 0 10
55 227 0 20
399 132 0 83
329 290 0 47
310 146 0 9
192 113 0 49
31 61 0 70
172 153 0 88
177 354 0 0
0 285 0 62
529 64 0 76
417 336 0 31
472 131 0 1
144 203 0 4
254 292 0 33
147 155 0 16
438 71 0 46
407 200 0 44
455 187 0 26
389 357 0 55
290 568 0 33
379 145 0 96
89 120 0 54
359 348 0 72
542 315 0 72
351 535 0 82
96 345 0 45
10 101 0 47
151 458 0 61
259 411 0 79
116 543 0 13
175 380 0 41
362 373 0 89
415 247 0 20
390 361 0 95
320 38 0 29
559 184 0 80
587 531 0 32
182 195 0 92
506 384 0 84
455 192 0 14
226 185 0 70
449 370 0 62
244 417 0 16
330 298 0 45
217 182 0 13
125 213 0 27
526 319 0 0
156 226 0 90
206 68 0 80
211 478 0 58
295 465 0 56
212 18 0 14
55 532 0 80
142 375 0 6
466 9 0 13
480 244 0 11
211 399 0 46
308 575 0 34
412 593 0 92
276 286 0 69
63 423 0 67
519 191 0 76
191 113 0 63
592 231 0 81
307 217 0 46
163 304 0 93
93 306 0 70
97 182 0 33
454 195 0 11
569 78 0 90
12 118 0 90
134 75 0 0
394 56 0 28
38 535 0 8
44 27 0 38
231 424 0 27
395 360 0 71
142 436 0 79
306 438 0 11
62 475 0 65
516 182 0 67
47 330 0 1
408 226 0 75
18 108 0 51
232 188 0 52
65 156 0 59
349 259 0 33
413 297 0 52
121 487 0 97
489 212 0 20
123 265 0 72
153 508 0 45
243 497 0 55
221 354 0 62
333 214 0 60
75 180 0 37
13 418 0 82
152 212 0 0
138 310 0 25
585 92 0 83
68 338 0 53
290 233 0 50
584 102 0 45
275 255 0 62
81 64 0 55
183 278 0 55
219 65 0 85
356 276 0 90
176 354 0 6
253 195 0 88
520 212 0 29
359 284 0 31
83 251 0 14
550 396 0 4
6 251 0 94
49 521 0 4
380 222 0 77
119 561 0 31
488 137 0 93
566 143 0 18
297 432 0 70
12 64 0 33
45 477 0 66
116 264 0 19
377 220 0 94
149 596 0 65
509 341 0 79
172 148 0 8
7 280 0 7
499 361 0 86
114 297 0 41
286 295 0 12
224 416 0 53
417 284 0 15
400 409 0 2
77 532 0 55
275 390 0 26
196 63 0 12
44 246 0 8
303 274 0 34
65 448 0 49
217 180 0 37
396 301 0 81
295 58 0 47
129 439 0 60
441 9 0 63
232 572 0 92
235 312 0 29
398 205 0 72
360 132 0 25
237 408 0 16
183 263 0 69
271 182 0 4
201 123 0 24
13 466 0 80
187 3 0 78
498 502 0 97
301 216 0 32
206 581 0 62
467 76 0 61
201 79 0 13
436 212 0 70
375 130 0 89
437 46 0 40
304 120 0 28
305 427 0 90
377 402 0 6
133 313 0 4
479 527 0 57
173 260 0 2
512 376 0 49
231 21 0 31
98 485 0 78
391 417 0 78
414 90 0 35
560 581 0 27
16 412 0 15
555 306 0 99
261 97 0 49
189 436 0 29
247 544 0 63
145 345 0 99
310 284 0 89
143 185 0 81
85 444 0 5
135 578 0 15
488 86 0 10
269 81 0 41
313 277 0 60
347 347 0 75
205 172 0 38
516 172 0 35
250 316 0 4
349 169 0 95
153 406 0 29
37 307 0 82
75 292 0 53
265 275 0 38
139 76 0 42
224 516 0 49
297 355 0 13
123 317 0 18
261 151 0 38
65 100 0 42
108 557 0 73
274 332 0 77
376 10 0 30
346 583 0 96
95 551 0 60
286 594 0 59
481 123 0 44
66 224 0 99
130 279 0 1
536 104 0 78
432 407 0 79
530 503 0 1
546 246 0 80
129 167 0 93
544 464 0 27
186 328 0 88
520 459 0 90
309 283 0 68
217 478 0 2
188 568 0 53
28 248 0 54
426 70 0 51
206 392 0 69
129 408 0 35
207 443 0 53
556 2 0 78
211 332 0 89
49 241 0 82
481 598 0 81
270 285 0 6
527 433 0 48
96 569 0 80
314 488 0 14
138 424 0 56
536 588 0 5
498 4 0 80
64 319 0 38
507 145 0 6
554 415 0 92
505 449 0 23
579 533 0 17
34 226 0 15
377 568 0 29
489 177 0 52
408 367 0 74
30 124 0 1
438 545 0 8
63 552 0 32
38 410 0 59
178 500 0 25
297 478 0 14
539 72 0 40
127 514 0 70
195 134 0 73
187 483 0 94
374 324 0 73
485 93 0 59
545 290 0 36
593 373 0 87
586 592 0 7
166 532 0 10
332 555 0 73
30 144 0 88
6 489 0 55
174 428 0 92
551 80 0 77
117 75 0 5
456 18 0 4
10 38 0 85
121 387 0 65
248 306 0 39
281 320 0 8
314 487 0 34
6 500 0 74
19 24 0 3
377 585 0 59
398 86 0 73
24 323 0 42
468 280 0 78
205 113 0 74
546 322 0 54
432 511 0 12
223 205 0 52
460 392 0 91
374 254 0 69
160 440 0 71
20 487 0 34
334 486 0 75
270 158 0 43
113 581 0 61
410 487 0 95
293 171 0 92
240 198 0 71
211 503 0 62
538 135 0 54
24 206 0 25
72 244 0 78
564 463 0 65
457 37 0 66
444 553 0 12
147 243 0 59
405 128 0 3
173 335 0 88
184 395 0 66
242 340 0 89
278 256 0 25
251 127 0 44
202 341 0 73
196 69 0 47
568 249 0 16
211 351 0 82
326 593 0 57
543 398 0 34
290 492 0 31
226 579 0 98
10 157 0 27
397 593 0 6
296 337 0 53
564 449 0 56
545 91 0 38
333 59 0 52
392 463 0 77
458 586 0 22
201 326 0 64
18 134 0 19
204 170 0 54
70 149 0 12
460 54 0 59
317 469 0 64
266 490 0 57
420 408 0 89
422 484 0 16
422 533 0 13
498 225 0 49
286 64 0 35
444 521 0 4
319 242 0 81
27 81 0 19
314 435 0 33
302 11 0 51
495 140 0 18
113 70 0 15
33 327 0 41
384 59 0 83
583 348 0 87
389 512 0 0
195 113 0 68
362 45 0 96
581 334 0 33
189 99 0 66
244 68 0 35
153 185 0 39
262 123 0 60
527 163 0 83
211 216 0 71
232 101 0 2
595 245 0 27
436 72 0 71
164 384 0 78
547 193 0 87
571 17 0 58
252 397 0 55
498 0 0 88
116 225 0 18
393 297 0 98
594 368 0 32
553 503 0 21
178 174 0 59
424 239 0 51
288 140 0 33
50 564 0 6
587 85 0 14
418 14 0 15
444 283 0 81
16 465 0 98
547 14 0 26
222 540 0 75
87 89 0 74
4 360 0 86
130 31 0 4
261 458 0 62
50 502 0 13
506 597 0 49
237 87 0 19
328 347 0 80
462 556 0 4
279 222 0 80
249 517 0 27
104 180 0 44
275 265 0 100
540 401 0 8
4 135 0 12
234 334 0 53
411 30 0 36
513 337 0 26
559 61 0 43
339 382 0 96
465 539 0 35
380 240 0 7
423 357 0 93
263 287 0 54
372 593 0 28
250 34 0 83
286 459 0 1
180 484 0 94
148 575 0 93
429 41 0 47
18 425 0 75
501 442 0 39
531 515 0 67
511 265 0 8
301 163 0 80
155 378 0 55
297 357 0 82
576 423 0 1
362 172 0 3
216 550 0 32
546 598 0 31
531 291 0 28
401 161 0 99
403 529 0 55
43 118 0 1
302 206 0 28
245 416 0 46
149 18 0 37
534 406 0 74
214 74 0 4
593 586 0 39
125 360 0 62
438 174 0 92
515 423 0 26
3 139 0 72
123 240 0 3
257 571 0 86
420 447 0 35
359 497 0 44
406 165 0 0
354 201 0 92
523 455 0 77
182 175 0 20
246 502 0 66
450 445 0 61
390 151 0 52
223 447 0 95
555 164 0 78
510 228 0 84
432 93 0 76
314 279 0 5
475 146 0 55
124 390 0 4
437 522 0 43
359 170 0 0
268 290 0 28
439 590 0 87
131 389 0 30
550 376 0 16
120 444 0 74
337 570 0 98
462 175 0 71
97 99 0 48
59 103 0 5
554 485 0 79
297 441 0 51
469 408 0 69
472 326 0 63
51 562 0 25
583 426 0 32
186 394 0 7
486 71 0 76
599 525 0 46
405 188 0 64
226 260 0 21
156 88 0 50
462 551 0 36
449 325 0 1
19 103 0 31
296 184 0 13
412 8 0 65
102 128 0 69
261 188 0 19
588 237 0 2
84 437 0 83
134 467 0 96
596 335 0 15
475 495 0 23
514 536 0 78
391 582 0 65
175 6 0 80
563 543 0 75
504 587 0 58
123 306 0 62
349 555 0 2
564 12 0 98
419 582 0 70
329 327 0 23
96 506 0 42
32 191 0 89
74 200 0 60
453 536 0 77
242 311 0 13
193 17 0 41
396 298 0 86
434 21 0 71
106 372 0 64
100 241 0 46
159 272 0 81
356 265 0 43
122 333 0 84
208 142 0 22
373 335 0 24
55 334 0 75
485 72 0 9
202 79 0 32
491 339 0 96
316 53 0 49
353 551 0 93
489 7 0 82
154 467 0 22
336 408 0 14
318 227 0 5
291 403 0 17
241 194 0 79
18 508 0 20
396 286 0 17
458 554 0 64
453 260 0 32
513 566 0 69
106 345 0 81
227 36 0 16
239 579 0 52
536 151 0 42
580 333 0 24
399 221 0 48
474 456 0 93
65 292 0 14
515 580 0 94
195 581 0 62
278 562 0 42
9 321 0 56
460 389 0 66
62 100 0 53
585 209 0 67
378 193 0 13
37 204 0 22
403 513 0 50
521 216 0 77
568 422 0 86
378 265 0 17
126 310 0 46
247 5 0 90
400 287 0 37
392 476 0 6
70 373 0 29
446 280 0 35
311 110 0 66
48 356 0 8
508 356 0 87
353 387 0 83
243 141 0 85
355 244 0 31
530 148 0 79
526 23 0 27
592 353 0 0
108 318 0 79
250 538 0 73
334 553 0 32
502 363 0 60
404 121 0 11
227 156 0 98
534 181 0 98
556 281 0 86
573 426 0 16
132 146 0 64
275 340 0 92
317 107 0 92
452 290 0 39
156 390 0 41
519 103 0 96
109 20 0 12
276 49 0 24
187 497 0 87
482 433 0 75
257 546 0 94
71 488 0 39
89 519 0 56
249 0 0 52
213 287 0 88
311 385 0 45
52 289 0 59
346 79 0 74
513 124 0 28
596 320 0 75
525 302 0 90
13 397 0 38
124 177 0 19
325 448 0 40
223 428 0 48
591 160 0 30
171 417 0 57
267 318 0 32
129 225 0 54
352 549 0 25
85 262 0 76
450 395 0 55
213 99 0 57
513 176 0 67
205 121 0 12
164 47 0 26
63 29 0 8
468 192 0 53
445 234 0 83
130 486 0 96
102 140 0 15
380 239 0 57
522 189 0 81
437 357 0 20
586 415 0 98
110 26 0 84
10 280 0 52
225 487 0 12
596 51 0 47
325 181 0 20
60 576 0 99
311 377 0 57
186 148 0 45
397 209 0 32
485 461 0 33
142 108 0 2
106 355 0 0
311 380 0 82
259 508 0 57
498 44 0 75
396 384 0 87
218 162 0 1
14 451 0 23
180 302 0 66
494 515 0 12
22 19 0 82
371 593 0 31
94 73 0 32
554 394 0 5
109 438 0 94
370 451 0 86
115 469 0 56
340 159 0 91
507 214 0 39
56 334 0 74
356 335 0 31
343 237 0 69
175 69 0 81
314 174 0 46
183 252 0 95
183 289 0 59
202 286 0 43
334 310 0 44
482 46 0 16
454 305 0 52
475 414 0 70
243 120 0 42
335 282 0 51
178 562 0 96
210 515 0 84
40 169 0 96
204 275 0 11
466 4 0 65
141 583 0 26
93 289 0 59
68 76 0 44
551 346 0 57
447 417 0 6
517 171 0 43
33 347 0 9
272 98 0 34
485 406 0 65
474 68 0 81
164 351 0 5
426 552 0 75
597 294 0 11
304 80 0 53
424 113 0 58
252 197 0 11
63 269 0 98
412 60 0 43
505 41 0 45
374 48 0 78
80 26 0 62
254 194 0 73
368 117 0 70
397 92 0 26
96 298 0 32
416 208 0 81
175 330 0 6
495 466 0 87
222 390 0 18
240 549 0 34
407 420 0 98
311 17 0 4
327 243 0 58
424 349 0 72
322 373 0 89
277 459 0 32
274 255 0 66
126 349 0 44
331 161 0 2
486 242 0 60
338 21 0 100
508 324 0 37
154 547 0 77
280 206 0 43
498 272 0 88
71 482 0 20
187 553 0 98
212 257 0 78
582 71 0 48
137 283 0 50
502 362 0 24
543 390 0 52
465 509 0 89
351 236 0 100
359 369 0 70
272 286 0 56
399 39 0 100
539 392 0 85
103 204 0 48
441 466 0 12
404 29 0 9
58 220 0 75
115 545 0 59
166 578 0 94
363 143 0 29
353 476 0 81
234 575 0 29
588 325 0 90
185 569 0 6
514 598 0 4
345 220 0 82
226 411 0 60
596 327 0 61
83 64 0 4
206 384 0 41
300 526 0 94
93 8 0 13
65 108 0 43
387 442 0 10
245 323 0 90
364 396 0 0
520 156 0 98
454 232 0 92
580 384 0 6
40 12 0 22
555 555 0 87
321 222 0 45
398 590 0 87
517 372 0 61
148 554 0 94
433 165 0 24
192 21 0 92
551 530 0 7
535 408 0 21
39 241 0 28
473 475 0 23
0 157 0 73
479 283 0 7
118 12 0 70
519 461 0 22
59 150 0 88
36 225 0 36
501 547 0 13
128 432 0 11
379 354 0 75
356 478 0 30
44 113 0 29
20 75 0 16
324 159 0 45
77 491 0 88
396 162 0 82
516 7 0 17
215 173 0 96
274 568 0 16
261 376 0 61
